cagr,vol_annual,sharpe,sortino,max_drawdown,calmar,hit_rate,avg_win,avg_loss,avg_turnover,periods
0.11836652444831652,0.16133595952157273,0.7741260863870286,1.143761681387407,-0.24877267766705946,0.47580194721676905,0.5003311258278146,0.007430921328790901,-0.007150163173360557,0.06973752272112001,3020
